"","DATE","PERMNO","GVKEY","CUSIP","TICKER","NAME","RETURN","GSECTOR","SECTOR","MARKETCAP","ENTVALUE","P2B","EV2S","SIZE"
"27","2000-01-31",17830,10983,"913017109","UTX","UNITED TECHNOLOGIES CORP",-0.185577,20,"Industrials",29.956941,33.564941,4.25766642978965,1.31318235524257,10.3075163296146
"28","2000-01-31",65875,2136,"92343V104","VZ","VERIZON COMMUNICATIONS INC",0.012345,50,"Telecommunications",94.478223,119.451223,5.68050883838384,2.05496874139829,11.456124642481
"29","2000-01-31",55976,11259,"931142103","WMT","WAL-MART STORES INC",-0.207957,30,"ConsumerStaples",244.02075,264.24675,9.4457207555934,1.2736501793013,12.4050085416432
"30","2000-01-31",11850,4503,"30231G102","XOM","EXXON MOBIL CORP",0.035687,10,"Energy",271.3004375,283.6944375,4.19937214611872,1.48437859721641,12.5109821112517
"31","2000-02-29",24643,1356,"013817101","AA","ALCOA INC",-0.013453,15,"Materials",25.9563915,29.0593915,4.36902735229759,1.61118826236416,10.1641731588451
"32","2000-02-29",59176,1447,"025816109","AXP","AMERICAN EXPRESS CO",-0.185508,40,"Financials",66.23250625,93.81950625,6.45981724861016,3.89551180244146,11.1009266523756
"33","2000-02-29",19561,2285,"097023105","BA","BOEING CO",-0.166798,20,"Industrials",32.8524453125,36.8784453125,2.77118897617039,0.930334140073158,10.399781459879
"34","2000-02-29",59408,7647,"060505104","BAC","BANK OF AMERICA CORP",-0.050323,40,"Financials",86.928475375,213.459475375,1.92226074421742,3.77456987153416,11.3728409373826
"35","2000-02-29",18542,2817,"149123101","CAT","CATERPILLAR INC",-0.173785,20,"Industrials",13.7474786875,27.2344786875,2.50136075100073,1.38414711768144,9.5286107180989
"36","2000-02-29",76076,20779,"17275R102","CSCO","CISCO SYSTEMS INC",0.207192,45,"InformationTechnology",485.3660281,480.7130281,24.2367935733546,24.3621035931482,13.0926585823924
"37","2000-02-29",14541,2991,"166764100","CVX","CHEVRON CORP",-0.099103,10,"Energy",60.252796125,67.352796125,3.34644799361289,1.612390982596,11.0063042589897
"38","2000-02-29",11703,4087,"263534109","DD","DU PONT (E I) DE NEMOURS",-0.138136,15,"Materials",55.4334501875,65.7504501875,4.27298621656517,2.16483768561504,10.9229384845233
"39","2000-02-29",26403,3980,"254687106","DIS","DISNEY (WALT) CO",-0.077453,25,"ConsumerDiscretionary",85.41225,95.09525,3.65697251241651,3.76943277310924,11.3552448121127
"40","2000-02-29",12060,5047,"369604103","GE","GENERAL ELECTRIC CO",-0.009355,20,"Industrials",512.65116,690.54616,11.5207685738685,5.76897376775271,13.147350892848
"41","2000-02-29",66181,5680,"437076102","HD","HOME DEPOT INC",0.020971,25,"ConsumerDiscretionary",130.5523465,130.1273465,10.0339978864038,2.92763108576314,11.7795295479221
"42","2000-02-29",27828,5606,"428236103","HPQ","HEWLETT-PACKARD CO",0.242494,45,"InformationTechnology",135.616815,134.215815,6.97294539565016,2.78965362071832,11.8175886512253
"43","2000-02-29",12490,6066,"459200101","IBM","INTL BUSINESS MACHINES CORP",-0.083563,45,"InformationTechnology",211.554766,236.087766,10.9778821026413,3.05054483667563,12.2622391848474
"44","2000-02-29",59328,6008,"458140100","INTC","INTEL CORP",0.142438,45,"InformationTechnology",441.8586875,432.3406875,12.2388357615711,13.5224786531965,12.9987453984027
"45","2000-02-29",22111,6266,"478160104","JNJ","JOHNSON & JOHNSON",-0.160145,35,"HealthCare",97.67033125,97.13033125,5.69506304664723,3.2637880124328,11.4893531199582
"46","2000-02-29",47896,2968,"46625H100","JPM","JPMORGAN CHASE & CO",-0.013168,40,"Financials",71.856973125,124.622973125,3.11811556194402,2.10582921806354,11.1824329379462
"47","2000-02-29",11308,3144,"191216100","KO","COCA-COLA CO",-0.153428,30,"ConsumerStaples",116.118118,120.799118,13.044048303752,7.09581285244361,11.6623632106355
"48","2000-02-29",43449,7154,"580135101","MCD","MCDONALD'S CORP",-0.153846,25,"ConsumerDiscretionary",49.940475,56.982575,5.30655024386097,4.26031573359651,10.8185870752022
"49","2000-02-29",22592,7435,"88579Y101","MMM","3M CO",-0.051883,20,"Industrials",35.0538345625,37.3208345625,5.60054873981467,2.28962175230061,10.4646402891178
"50","2000-02-29",22752,7257,"58933Y105","MRK","MERCK & CO",-0.218874,35,"HealthCare",142.961242375,145.467542375,11.8133189861755,4.10860266101973,11.8703288401635
"51","2000-02-29",10107,12141,"594918104","MSFT","MICROSOFT CORP",-0.086845,45,"InformationTechnology",556.9625,535.7575,13.9968460997185,23.6809361739745,13.2302531916879
"52","2000-02-29",21936,8530,"717081103","PFE","PFIZER INC",-0.109775,35,"HealthCare",141.1309940625,141.5919940625,13.8526692248233,4.94316415523321,11.8574437739778
"53","2000-02-29",18163,8762,"742718109","PG","PROCTER & GAMBLE CO",-0.130489,30,"ConsumerStaples",73.89635,85.19935,6.11319904037062,2.1772296330369,11.2104187146475
"54","2000-02-29",59459,9380,"79299X952","SPC.2","ST PAUL COS",-0.258799,40,"Financials",7.2345,8.1195,1.10231601401798,0.94588769804287,8.88661652817714
"55","2000-02-29",66093,9899,"00206R102","T","AT&T INC",-0.112245,50,"Telecommunications",143.297455,168.948455,5.13040904371487,3.36470276029634,11.8726778537144
"56","2000-02-29",92655,10903,"91324P102","UNH","UNITEDHEALTH GROUP INC",-0.035377,35,"HealthCare",9.677793375,8.949793375,2.64420584016393,0.438801401010002,9.17758919715635
"57","2000-02-29",17830,10983,"913017109","UTX","UNITED TECHNOLOGIES CORP",-0.034002,20,"Industrials",29.956941,33.564941,4.25766642978965,1.31318235524257,10.3075163296146
"58","2000-02-29",65875,2136,"92343V104","VZ","VERIZON COMMUNICATIONS INC",-0.209889,50,"Telecommunications",94.478223,119.451223,5.68050883838384,2.05496874139829,11.456124642481
"59","2000-02-29",55976,11259,"931142103","WMT","WAL-MART STORES INC",-0.107306,30,"ConsumerStaples",247.297938875,266.402938875,9.11160012066615,1.53291906734067,12.418349118962
"60","2000-02-29",11850,4503,"30231G102","XOM","EXXON MOBIL CORP",-0.092105,10,"Energy",271.3004375,283.6944375,4.19937214611872,1.48437859721641,12.5109821112517
"61","2000-03-31",24643,1356,"013817101","AA","ALCOA INC",0.025547,15,"Materials",25.9563915,29.0593915,4.36902735229759,1.61118826236416,10.1641731588451
"62","2000-03-31",59176,1447,"025816109","AXP","AMERICAN EXPRESS CO",0.109921,40,"Financials",66.23250625,93.81950625,6.45981724861016,3.89551180244146,11.1009266523756
"63","2000-03-31",19561,2285,"097023105","BA","BOEING CO",0.023689,20,"Industrials",32.8524453125,36.8784453125,2.77118897617039,0.930334140073158,10.399781459879
"64","2000-03-31",59408,7647,"060505104","BAC","BANK OF AMERICA CORP",0.150815,40,"Financials",86.928475375,213.459475375,1.92226074421742,3.77456987153416,11.3728409373826
"65","2000-03-31",18542,2817,"149123101","CAT","CATERPILLAR INC",0.124777,20,"Industrials",13.7474786875,27.2344786875,2.50136075100073,1.38414711768144,9.5286107180989
"66","2000-03-31",76076,20779,"17275R102","CSCO","CISCO SYSTEMS INC",0.16974,45,"InformationTechnology",485.3660281,480.7130281,24.2367935733546,24.3621035931482,13.0926585823924
"67","2000-03-31",14541,2991,"166764100","CVX","CHEVRON CORP",0.237657,10,"Energy",60.252796125,67.352796125,3.34644799361289,1.612390982596,11.0063042589897
"68","2000-03-31",11703,4087,"263534109","DD","DU PONT (E I) DE NEMOURS",0.048267,15,"Materials",55.4334501875,65.7504501875,4.27298621656517,2.16483768561504,10.9229384845233
"69","2000-03-31",26403,3980,"254687106","DIS","DISNEY (WALT) CO",0.231343,25,"ConsumerDiscretionary",85.41225,95.09525,3.65697251241651,3.76943277310924,11.3552448121127
"70","2000-03-31",12060,5047,"369604103","GE","GENERAL ELECTRIC CO",0.178735,20,"Industrials",512.65116,690.54616,11.5207685738685,5.76897376775271,13.147350892848
"71","2000-03-31",66181,5680,"437076102","HD","HOME DEPOT INC",0.116368,25,"ConsumerDiscretionary",130.5523465,130.1273465,10.0339978864038,2.92763108576314,11.7795295479221
"72","2000-03-31",27828,5606,"428236103","HPQ","HEWLETT-PACKARD CO",-0.010892,45,"InformationTechnology",135.616815,134.215815,6.97294539565016,2.78965362071832,11.8175886512253
"73","2000-03-31",12490,6066,"459200101","IBM","INTL BUSINESS MACHINES CORP",0.148418,45,"InformationTechnology",211.554766,236.087766,10.9778821026413,3.05054483667563,12.2622391848474
"74","2000-03-31",59328,6008,"458140100","INTC","INTEL CORP",0.167589,45,"InformationTechnology",441.8586875,432.3406875,12.2388357615711,13.5224786531965,12.9987453984027
"75","2000-03-31",22111,6266,"478160104","JNJ","JOHNSON & JOHNSON",-0.024306,35,"HealthCare",97.67033125,97.13033125,5.69506304664723,3.2637880124328,11.4893531199582
"76","2000-03-31",47896,2968,"46625H100","JPM","JPMORGAN CHASE & CO",0.094976,40,"Financials",71.856973125,124.622973125,3.11811556194402,2.10582921806354,11.1824329379462
"77","2000-03-31",11308,3144,"191216100","KO","COCA-COLA CO",-0.031208,30,"ConsumerStaples",116.118118,120.799118,13.044048303752,7.09581285244361,11.6623632106355
"78","2000-03-31",43449,7154,"580135101","MCD","MCDONALD'S CORP",0.181818,25,"ConsumerDiscretionary",49.940475,56.982575,5.30655024386097,4.26031573359651,10.8185870752022
"79","2000-03-31",22592,7435,"88579Y101","MMM","3M CO",0.004252,20,"Industrials",35.0538345625,37.3208345625,5.60054873981467,2.28962175230061,10.4646402891178
"80","2000-03-31",22752,7257,"58933Y105","MRK","MERCK & CO",0.013848,35,"HealthCare",142.961242375,145.467542375,11.8133189861755,4.10860266101973,11.8703288401635
"81","2000-03-31",10107,12141,"594918104","MSFT","MICROSOFT CORP",0.188811,45,"InformationTechnology",556.9625,535.7575,13.9968460997185,23.6809361739745,13.2302531916879
"82","2000-03-31",21936,8530,"717081103","PFE","PFIZER INC",0.138132,35,"HealthCare",141.1309940625,141.5919940625,13.8526692248233,4.94316415523321,11.8574437739778
"83","2000-03-31",18163,8762,"742718109","PG","PROCTER & GAMBLE CO",-0.357041,30,"ConsumerStaples",73.89635,85.19935,6.11319904037062,2.1772296330369,11.2104187146475
"84","2000-03-31",59459,9380,"79299X952","SPC.2","ST PAUL COS",0.537207,40,"Financials",7.2345,8.1195,1.10231601401798,0.94588769804287,8.88661652817714
"85","2000-03-31",66093,9899,"00206R102","T","AT&T INC",0.106732,50,"Telecommunications",143.297455,168.948455,5.13040904371487,3.36470276029634,11.8726778537144
"86","2000-03-31",92655,10903,"91324P102","UNH","UNITEDHEALTH GROUP INC",0.166846,35,"HealthCare",9.677793375,8.949793375,2.64420584016393,0.438801401010002,9.17758919715635
"87","2000-03-31",17830,10983,"913017109","UTX","UNITED TECHNOLOGIES CORP",0.240491,20,"Industrials",29.956941,33.564941,4.25766642978965,1.31318235524257,10.3075163296146
"88","2000-03-31",65875,2136,"92343V104","VZ","VERIZON COMMUNICATIONS INC",0.249042,50,"Telecommunications",94.478223,119.451223,5.68050883838384,2.05496874139829,11.456124642481
"89","2000-03-31",55976,11259,"931142103","WMT","WAL-MART STORES INC",0.157238,30,"ConsumerStaples",247.297938875,266.402938875,9.11160012066615,1.53291906734067,12.418349118962
"90","2000-03-31",11850,4503,"30231G102","XOM","EXXON MOBIL CORP",0.034855,10,"Energy",271.3004375,283.6944375,4.19937214611872,1.48437859721641,12.5109821112517
"91","2000-04-30",24643,1356,"013817101","AA","ALCOA INC",-0.076512,15,"Materials",25.114029,33.036029,2.28641924617626,1.48303236667265,10.1311818932827
"92","2000-04-30",59176,1447,"025816109","AXP","AMERICAN EXPRESS CO",0.005388,40,"Financials",69.482625,94.147625,6.61172566371681,3.69496173469388,11.1488320002977
"93","2000-04-30",19561,2285,"097023105","BA","BOEING CO",0.049587,20,"Industrials",36.0780410625,37.7960410625,2.99427679164246,0.63668285598174,10.493439678426
"94","2000-04-30",59408,7647,"060505104","BAC","BANK OF AMERICA CORP",-0.065554,40,"Financials",70.765143,210.152143,1.54556290132355,3.68791490593851,11.1671218279389
"95","2000-04-30",18542,2817,"149123101","CAT","CATERPILLAR INC",0.008241,20,"Industrials",11.71106175,25.97806175,2.14566906375962,1.21098553747902,9.36828912284866
"96","2000-04-30",76076,20779,"17275R102","CSCO","CISCO SYSTEMS INC",-0.103274,45,"InformationTechnology",485.3660281,480.7130281,24.2367935733546,24.3621035931482,13.0926585823924
"97","2000-04-30",14541,2991,"166764100","CVX","CHEVRON CORP",-0.079108,10,"Energy",55.35440475,61.17340475,2.95223492,1.27849449820264,10.9215115149163
"98","2000-04-30",11703,4087,"263534109","DD","DU PONT (E I) DE NEMOURS",-0.103896,15,"Materials",45.60583125,55.49083125,3.5054443697156,1.75293250094769,10.7277908656162
"99","2000-04-30",26403,3980,"254687106","DIS","DISNEY (WALT) CO",0.05,25,"ConsumerDiscretionary",80.37680625,89.41680625,3.37349140644674,3.69307807079134,11.2944809340712
"100","2000-04-30",12060,5047,"369604103","GE","GENERAL ELECTRIC CO",0.010442,20,"Industrials",524.634916,709.889916,11.4237325204137,5.42281538179485,13.1704579015771
"101","2000-04-30",66181,5680,"437076102","HD","HOME DEPOT INC",-0.124031,25,"ConsumerDiscretionary",130.5523465,130.1273465,10.0339978864038,2.92763108576314,11.7795295479221
"102","2000-04-30",27828,5606,"428236103","HPQ","HEWLETT-PACKARD CO",0.015992,45,"InformationTechnology",135.616815,134.215815,6.97294539565016,2.78965362071832,11.8175886512253
"103","2000-04-30",12490,6066,"459200101","IBM","INTL BUSINESS MACHINES CORP",-0.055085,45,"InformationTechnology",192.9072415625,218.8202415625,10.19217211193,2.52667592215718,12.1699647386895
"104","2000-04-30",59328,6008,"458140100","INTC","INTEL CORP",-0.038844,45,"InformationTechnology",448.7889375,436.3999375,12.2552959448389,13.1445764307229,13.0143079838227
"105","2000-04-30",22111,6266,"478160104","JNJ","JOHNSON & JOHNSON",0.174377,35,"HealthCare",141.715154375,140.520154375,7.88226010206352,4.58018756111473,11.8615743668552
"106","2000-04-30",47896,2968,"46625H100","JPM","JPMORGAN CHASE & CO",-0.167254,40,"Financials",57.0357390625,99.6037390625,2.37095689484952,1.72169914717728,10.9514333514301
"107","2000-04-30",11308,3144,"191216100","KO","COCA-COLA CO",0.006658,30,"ConsumerStaples",142.244543125,146.777543125,15.4882995562936,6.68751335543102,11.8653029900928
"108","2000-04-30",43449,7154,"580135101","MCD","MCDONALD'S CORP",0.018395,25,"ConsumerDiscretionary",43.50055625,51.05725625,4.83387852674156,3.58487728542942,10.6805290043513
"109","2000-04-30",22592,7435,"88579Y101","MMM","3M CO",-0.021877,20,"Industrials",32.61159,35.23959,5.07731433909388,2.07633690784822,10.3924230256444
"110","2000-04-30",22752,7257,"58933Y105","MRK","MERCK & CO",0.118712,35,"HealthCare",176.2169645,179.5286645,13.85462414498,4.73590441331645,12.0794712676453
"111","2000-04-30",10107,12141,"594918104","MSFT","MICROSOFT CORP",-0.343529,45,"InformationTechnology",422.64,398.842,10.216592535293,17.1796175051688,12.9542760318382
"112","2000-04-30",21936,8530,"717081103","PFE","PFIZER INC",0.152137,35,"HealthCare",303.058848,303.876848,20.2403558405129,10.8698257261411,12.6216822834554
"113","2000-04-30",18163,8762,"742718109","PG","PROCTER & GAMBLE CO",0.063186,30,"ConsumerStaples",74.76088575,85.28688575,6.24673176387032,2.20698907333609,11.2220501094126
"114","2000-04-30",59459,9380,"79299X952","SPC.2","ST PAUL COS",0.043956,40,"Financials",7.268625,8.323625,1.08811751497006,1.05952456720978,8.89132241921455
"115","2000-04-30",66093,9899,"00206R102","T","AT&T INC",0.046083,50,"Telecommunications",146.5985565,172.5245565,5.16646895154185,3.26973990789174,11.8954532218651
"116","2000-04-30",92655,10903,"91324P102","UNH","UNITEDHEALTH GROUP INC",0.118449,35,"HealthCare",13.89604475,13.19304475,3.74657448099218,0.631850802203065,9.53935952826694
"117","2000-04-30",17830,10983,"913017109","UTX","UNITED TECHNOLOGIES CORP",-0.015826,20,"Industrials",27.563567625,31.172567625,3.86423210780878,1.11954344293205,10.2242501661329
"118","2000-04-30",65875,2136,"92343V104","VZ","VERIZON COMMUNICATIONS INC",-0.024376,50,"Telecommunications",138.10817175,189.75317175,4.04108648613062,2.82892795858429,11.8357925103477
"119","2000-04-30",55976,11259,"931142103","WMT","WAL-MART STORES INC",-0.019912,30,"ConsumerStaples",247.297938875,266.402938875,9.11160012066615,1.53291906734067,12.418349118962
"120","2000-04-30",11850,4503,"30231G102","XOM","EXXON MOBIL CORP",-0.003208,10,"Energy",273.494,282.257,4.08590295207362,1.42614543543726,12.5190349627608
"121","2000-05-31",24643,1356,"013817101","AA","ALCOA INC",-0.095376,15,"Materials",25.114029,33.036029,2.28641924617626,1.48303236667265,10.1311818932827
"122","2000-05-31",59176,1447,"025816109","AXP","AMERICAN EXPRESS CO",0.083612,40,"Financials",69.482625,94.147625,6.61172566371681,3.69496173469388,11.1488320002977
"123","2000-05-31",19561,2285,"097023105","BA","BOEING CO",-0.01222,20,"Industrials",36.0780410625,37.7960410625,2.99427679164246,0.63668285598174,10.493439678426
"124","2000-05-31",59408,7647,"060505104","BAC","BANK OF AMERICA CORP",0.141582,40,"Financials",70.765143,210.152143,1.54556290132355,3.68791490593851,11.1671218279389
"125","2000-05-31",18542,2817,"149123101","CAT","CATERPILLAR INC",-0.030111,20,"Industrials",11.71106175,25.97806175,2.14566906375962,1.21098553747902,9.36828912284866
"126","2000-05-31",76076,20779,"17275R102","CSCO","CISCO SYSTEMS INC",-0.178724,45,"InformationTechnology",467.092875,461.567875,17.6281418651168,20.1734211101399,13.0542833926809
"127","2000-05-31",14541,2991,"166764100","CVX","CHEVRON CORP",0.093539,10,"Energy",55.35440475,61.17340475,2.95223492,1.27849449820264,10.9215115149163
"128","2000-05-31",11703,4087,"263534109","DD","DU PONT (E I) DE NEMOURS",0.040316,15,"Materials",45.60583125,55.49083125,3.5054443697156,1.75293250094769,10.7277908656162
"129","2000-05-31",26403,3980,"254687106","DIS","DISNEY (WALT) CO",-0.031746,25,"ConsumerDiscretionary",80.37680625,89.41680625,3.37349140644674,3.69307807079134,11.2944809340712
"130","2000-05-31",12060,5047,"369604103","GE","GENERAL ELECTRIC CO",0.005167,20,"Industrials",524.634916,709.889916,11.4237325204137,5.42281538179485,13.1704579015771
"131","2000-05-31",66181,5680,"437076102","HD","HOME DEPOT INC",-0.136062,25,"ConsumerDiscretionary",119.825469,119.678469,8.62922864755869,2.37099748395277,11.6937915380615
"132","2000-05-31",27828,5606,"428236103","HPQ","HEWLETT-PACKARD CO",-0.109722,45,"InformationTechnology",107.9531353125,107.9161353125,7.38848369806995,2.28287644509435,11.5894524796388
"133","2000-05-31",12490,6066,"459200101","IBM","INTL BUSINESS MACHINES CORP",-0.03583,45,"InformationTechnology",192.9072415625,218.8202415625,10.19217211193,2.52667592215718,12.1699647386895
"134","2000-05-31",59328,6008,"458140100","INTC","INTEL CORP",-0.01652,45,"InformationTechnology",448.7889375,436.3999375,12.2552959448389,13.1445764307229,13.0143079838227
"135","2000-05-31",22111,6266,"478160104","JNJ","JOHNSON & JOHNSON",0.088727,35,"HealthCare",141.715154375,140.520154375,7.88226010206352,4.58018756111473,11.8615743668552
"136","2000-05-31",47896,2968,"46625H100","JPM","JPMORGAN CHASE & CO",0.035529,40,"Financials",57.0357390625,99.6037390625,2.37095689484952,1.72169914717728,10.9514333514301
"137","2000-05-31",11308,3144,"191216100","KO","COCA-COLA CO",0.12963,30,"ConsumerStaples",142.244543125,146.777543125,15.4882995562936,6.68751335543102,11.8653029900928
"138","2000-05-31",43449,7154,"580135101","MCD","MCDONALD'S CORP",-0.059113,25,"ConsumerDiscretionary",43.50055625,51.05725625,4.83387852674156,3.58487728542942,10.6805290043513
"139","2000-05-31",22592,7435,"88579Y101","MMM","3M CO",-0.003405,20,"Industrials",32.61159,35.23959,5.07731433909388,2.07633690784822,10.3924230256444
"140","2000-05-31",22752,7257,"58933Y105","MRK","MERCK & CO",0.077914,35,"HealthCare",176.2169645,179.5286645,13.85462414498,4.73590441331645,12.0794712676453
"141","2000-05-31",10107,12141,"594918104","MSFT","MICROSOFT CORP",-0.103047,45,"InformationTechnology",422.64,398.842,10.216592535293,17.1796175051688,12.9542760318382
"142","2000-05-31",21936,8530,"717081103","PFE","PFIZER INC",0.06,35,"HealthCare",303.058848,303.876848,20.2403558405129,10.8698257261411,12.6216822834554
"143","2000-05-31",18163,8762,"742718109","PG","PROCTER & GAMBLE CO",0.112971,30,"ConsumerStaples",74.76088575,85.28688575,6.24673176387032,2.20698907333609,11.2220501094126
"144","2000-05-31",59459,9380,"79299X952","SPC.2","ST PAUL COS",0.052632,40,"Financials",7.268625,8.323625,1.08811751497006,1.05952456720978,8.89132241921455
"145","2000-05-31",66093,9899,"00206R102","T","AT&T INC",-0.002853,50,"Telecommunications",146.5985565,172.5245565,5.16646895154185,3.26973990789174,11.8954532218651
"146","2000-05-31",92655,10903,"91324P102","UNH","UNITEDHEALTH GROUP INC",0.118088,35,"HealthCare",13.89604475,13.19304475,3.74657448099218,0.631850802203065,9.53935952826694
"147","2000-05-31",17830,10983,"913017109","UTX","UNITED TECHNOLOGIES CORP",-0.024925,20,"Industrials",27.563567625,31.172567625,3.86423210780878,1.11954344293205,10.2242501661329
"148","2000-05-31",65875,2136,"92343V104","VZ","VERIZON COMMUNICATIONS INC",-0.107595,50,"Telecommunications",138.10817175,189.75317175,4.04108648613062,2.82892795858429,11.8357925103477
"149","2000-05-31",55976,11259,"931142103","WMT","WAL-MART STORES INC",0.047404,30,"ConsumerStaples",245.369334,266.683334,8.7332479356492,1.43107309822272,12.4105198401252
"150","2000-05-31",11850,4503,"30231G102","XOM","EXXON MOBIL CORP",0.078069,10,"Energy",273.494,282.257,4.08590295207362,1.42614543543726,12.5190349627608
"151","2000-06-30",24643,1356,"013817101","AA","ALCOA INC",-0.007487,15,"Materials",25.114029,33.036029,2.28641924617626,1.48303236667265,10.1311818932827
"152","2000-06-30",59176,1447,"025816109","AXP","AMERICAN EXPRESS CO",-0.034722,40,"Financials",69.482625,94.147625,6.61172566371681,3.69496173469388,11.1488320002977
"153","2000-06-30",19561,2285,"097023105","BA","BOEING CO",0.0704,20,"Industrials",36.0780410625,37.7960410625,2.99427679164246,0.63668285598174,10.493439678426
"154","2000-06-30",59408,7647,"060505104","BAC","BANK OF AMERICA CORP",-0.224352,40,"Financials",70.765143,210.152143,1.54556290132355,3.68791490593851,11.1671218279389
"155","2000-06-30",18542,2817,"149123101","CAT","CATERPILLAR INC",-0.114379,20,"Industrials",11.71106175,25.97806175,2.14566906375962,1.21098553747902,9.36828912284866
"156","2000-06-30",76076,20779,"17275R102","CSCO","CISCO SYSTEMS INC",0.116356,45,"InformationTechnology",467.092875,461.567875,17.6281418651168,20.1734211101399,13.0542833926809
"157","2000-06-30",14541,2991,"166764100","CVX","CHEVRON CORP",-0.082488,10,"Energy",55.35440475,61.17340475,2.95223492,1.27849449820264,10.9215115149163
